Platform,Content_Type,Category,Follower_Count,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Has_Media,Is_Verified,Score
Twitter,Retweet,Technology,105253,19,Tuesday,3,901,Positive,True,False,0.31353182972807553
YouTube,Live,Lifestyle,66026,0,Wednesday,26,161,Positive,False,False,0.8100732722696357
Twitter,Retweet,Fitness,327703,4,Wednesday,2,271,Neutral,True,True,0.29528558384493653
YouTube,Short,Education,113191,4,Wednesday,9,109,Positive,True,True,0.7813959188768119
Instagram,Carousel,Lifestyle,239206,9,Wednesday,22,1133,Neutral,True,False,0.47860063883340465
LinkedIn,Article,Food,131713,9,Wednesday,18,1822,Negative,False,False,0.3038680352856436
Instagram,Carousel,Education,395190,11,Wednesday,14,229,Positive,True,False,0.4636307791591436
Twitter,Tweet,Fitness,310633,22,Wednesday,16,1362,Neutral,True,False,0.6406547624001337
YouTube,Community Post,Gaming,454838,6,Thursday,22,1745,Neutral,False,False,0.8442413024052384
Twitter,Thread,Fashion,180936,9,Thursday,17,579,Neutral,True,True,0.5736582096287182
LinkedIn,Post,Travel,53975,10,Thursday,23,420,Neutral,True,True,0.22886037576389526
Instagram,Photo,Lifestyle,115790,0,Friday,20,1845,Neutral,True,True,0.40649631849565604
TikTok,Stitch,Travel,276119,5,Friday,24,507,Positive,True,True,0.9066651476442043
Twitter,Thread,Fitness,462857,6,Friday,20,1621,Positive,True,False,0.6075359397185452
Twitter,Retweet,Fashion,299442,11,Friday,26,1551,Positive,False,False,0.41731749750166713
Facebook,Live,Entertainment,20556,11,Friday,28,312,Negative,True,False,0.42911537481907547
Facebook,Post,Education,219133,15,Friday,0,918,Neutral,True,False,0.5236289530745327
Twitter,Retweet,Education,412688,8,Saturday,12,379,Positive,True,True,0.5897401318318605
Instagram,Reel,Lifestyle,160355,11,Saturday,1,85,Positive,True,False,0.4182393007467792
YouTube,Video,Education,211030,13,Saturday,14,328,Neutral,False,False,0.8424629501727467
Twitter,Retweet,Travel,227361,15,Saturday,17,1354,Positive,True,False,0.4193951823520996
Instagram,Photo,Travel,105477,21,Saturday,3,1062,Positive,True,True,0.541288520939573
Instagram,Reel,Fitness,460476,0,Sunday,28,236,Neutral,True,False,0.25104845576766294
Instagram,Photo,Travel,297042,2,Sunday,11,1283,Negative,True,False,0.26202049607226063
Instagram,Photo,Travel,452848,4,Sunday,5,905,Positive,False,False,0.467750199567424
Instagram,Reel,Entertainment,148301,5,Sunday,25,399,Negative,True,False,0.3552132755906253
Twitter,Tweet,Lifestyle,52050,5,Sunday,8,1516,Positive,True,False,0.5333622978016951
Facebook,Post,Gaming,13663,10,Sunday,5,1885,Positive,True,False,0.5055601442942946
Instagram,Story,Business,382326,21,Sunday,22,1509,Neutral,True,False,0.32511082965974897
Instagram,Reel,Lifestyle,248053,21,Sunday,11,408,Positive,False,False,0.5247341815217498
TikTok,Duet,Lifestyle,439301,3,Monday,15,450,Neutral,True,False,0.9430164805885799
Twitter,Tweet,Business,43789,3,Monday,22,1369,Neutral,True,True,0.477735270229036
LinkedIn,Poll,Sports,469054,12,Monday,8,721,Neutral,True,False,0.2082246451842876
Facebook,Video,Sports,81428,13,Monday,28,157,Positive,True,False,0.5537517527854807
Twitter,Poll,Technology,418046,13,Monday,28,583,Neutral,False,False,0.5833696027090495
Instagram,Carousel,Lifestyle,109764,19,Monday,18,726,Neutral,False,True,0.5023076728158609
Instagram,Carousel,Food,375139,23,Monday,7,1018,Positive,True,False,0.49813061996306957
YouTube,Community Post,Gaming,192309,2,Tuesday,25,267,Negative,True,False,0.9076714174046067
Instagram,Reel,Technology,36605,5,Tuesday,2,557,Positive,True,True,0.47917261622143725
Twitter,Thread,Gaming,297448,12,Tuesday,24,81,Positive,False,False,0.3097302159108312
Instagram,Story,Travel,96928,12,Tuesday,21,1248,Positive,True,False,0.44311391762459945
TikTok,Duet,Food,137022,23,Tuesday,6,188,Positive,True,True,0.7502016486058326
Instagram,Story,Business,90168,1,Wednesday,12,393,Neutral,True,False,0.33430786181628075
Facebook,Video,Business,167125,7,Wednesday,16,280,Positive,True,False,0.5494077241373807
Twitter,Poll,Education,337302,10,Wednesday,25,219,Neutral,True,True,0.41339119014371833
Twitter,Retweet,Technology,429851,20,Wednesday,26,566,Neutral,True,True,0.4080922166225212
Facebook,Story,Sports,88615,1,Thursday,13,1816,Neutral,True,False,0.5326873995891015
LinkedIn,Article,Sports,92641,1,Thursday,23,779,Positive,True,True,0.4303821951291423
Facebook,Post,Entertainment,78200,11,Thursday,12,1475,Positive,True,False,0.4775108453257781
Facebook,Post,Health,253160,14,Thursday,2,1515,Positive,True,True,0.5008496168991651
Instagram,Photo,Lifestyle,34057,17,Thursday,25,996,Neutral,True,True,0.396255240803323
Twitter,Tweet,Fashion,112542,19,Thursday,8,1163,Positive,True,False,0.4560872664286988
LinkedIn,Post,Fitness,200532,2,Friday,9,1511,Positive,True,False,0.4171263173088028
YouTube,Live,Business,217820,11,Friday,11,301,Positive,True,False,0.82558911702536
LinkedIn,Poll,Education,254615,11,Friday,11,1912,Positive,True,False,0.22335216463112148
TikTok,Duet,Entertainment,84931,18,Friday,3,574,Neutral,True,True,0.937376537971033
YouTube,Community Post,Business,92555,19,Friday,21,965,Positive,False,False,0.7445866892198186
LinkedIn,Article,Gaming,338655,20,Friday,7,1732,Neutral,True,False,0.3564805146922082
YouTube,Live,Food,441549,0,Saturday,22,292,Neutral,False,False,0.794185111988911
YouTube,Live,Technology,334140,8,Saturday,17,448,Negative,True,False,0.8418701908849469
TikTok,Video,Sports,432756,10,Saturday,2,218,Negative,True,False,0.7277179750563503
Instagram,Story,Education,476228,11,Saturday,19,104,Neutral,True,True,0.4287443393756266
Instagram,Reel,Fashion,376094,12,Saturday,24,535,Neutral,False,False,0.25333151308687507
TikTok,Stitch,Health,326383,15,Saturday,16,134,Positive,False,False,0.9182317597146004
TikTok,Duet,Health,406082,19,Saturday,9,335,Positive,True,False,0.7402319415306956
LinkedIn,Article,Education,22323,0,Sunday,25,1001,Negative,True,False,0.2793047460848095
Twitter,Tweet,Gaming,17945,8,Sunday,14,841,Positive,True,False,0.35961358099751095
TikTok,Duet,Gaming,47918,10,Sunday,22,253,Neutral,True,False,0.7318464988231433
Twitter,Thread,Education,194974,16,Sunday,3,1929,Neutral,True,False,0.6035376383763608
YouTube,Community Post,Education,488585,20,Sunday,12,377,Neutral,True,False,0.7744622217481357
Instagram,Story,Fashion,269084,20,Sunday,3,1056,Positive,True,False,0.4202575364856748
Instagram,Reel,Sports,303764,2,Monday,5,181,Negative,False,True,0.35936415536668387
Instagram,Reel,Fashion,210909,7,Monday,21,55,Neutral,True,True,0.5300179168594464
TikTok,Duet,Travel,447748,11,Monday,23,140,Neutral,True,False,0.887552098030063
Instagram,Reel,Fitness,226670,13,Monday,16,592,Neutral,True,False,0.34555765207959804
Facebook,Video,Travel,308061,15,Monday,10,265,Positive,True,False,0.5815832337596538
LinkedIn,Post,Entertainment,368525,23,Monday,4,501,Positive,False,True,0.40100272820812144
LinkedIn,Document,Gaming,355712,0,Tuesday,7,1795,Negative,False,False,0.24908433998992136
LinkedIn,Document,Technology,384815,4,Tuesday,15,1411,Neutral,True,False,0.2603884367810204
Twitter,Thread,Fashion,10007,7,Tuesday,15,1601,Positive,True,False,0.3970543390019108
Facebook,Story,Health,492983,8,Tuesday,11,112,Neutral,True,False,0.4861891430402554
TikTok,Stitch,Food,185492,9,Tuesday,18,19,Positive,True,False,0.9206736082161261
Twitter,Poll,Lifestyle,27242,10,Tuesday,4,580,Neutral,True,False,0.6353452816744284
Instagram,Carousel,Sports,312853,10,Tuesday,8,1672,Positive,False,False,0.5180630812267142
LinkedIn,Post,Lifestyle,54407,10,Tuesday,26,1308,Neutral,True,False,0.37874885879023146
Twitter,Poll,Gaming,136269,15,Tuesday,8,1919,Neutral,True,False,0.5290889417319267
YouTube,Live,Lifestyle,39712,15,Tuesday,27,52,Neutral,False,False,0.9159209100325619
Instagram,Carousel,Sports,323055,2,Wednesday,10,321,Neutral,True,False,0.3764706472228766
Facebook,Story,Fitness,106677,6,Wednesday,23,1129,Neutral,True,False,0.4600022911849678
TikTok,Video,Technology,120328,10,Wednesday,0,509,Neutral,False,False,0.9412520176781708
TikTok,Stitch,Food,310005,12,Wednesday,16,588,Positive,True,True,0.7741759102342983
Facebook,Video,Fitness,145156,21,Wednesday,28,546,Neutral,True,False,0.47303632578664717
LinkedIn,Poll,Fashion,349698,6,Thursday,18,594,Neutral,True,False,0.3571753149834489
Instagram,Photo,Gaming,497385,10,Thursday,8,1319,Negative,True,False,0.42541681809130794
Facebook,Story,Food,169542,15,Thursday,11,332,Positive,False,False,0.5712552837001127
TikTok,Video,Business,319450,16,Thursday,10,313,Positive,True,False,0.8848170023713992
LinkedIn,Poll,Gaming,481859,23,Thursday,12,985,Neutral,True,True,0.43865307395898867
Twitter,Retweet,Food,111462,23,Thursday,17,1254,Neutral,False,False,0.4906534461634298
YouTube,Short,Entertainment,61055,1,Friday,23,223,Neutral,True,True,0.7080372905637717
Twitter,Tweet,Sports,258048,2,Friday,15,1521,Neutral,True,True,0.6026915174157893
Instagram,Reel,Health,122247,6,Friday,19,370,Neutral,True,False,0.4772454943830717
Facebook,Story,Sports,5070,8,Friday,29,966,Positive,True,True,0.5566343041648253
Instagram,Story,Fitness,14325,12,Friday,7,637,Positive,True,False,0.5436374590488832
Twitter,Thread,Gaming,489214,17,Friday,4,277,Negative,True,False,0.3633221730279465
Twitter,Tweet,Sports,378346,18,Friday,28,1630,Negative,True,False,0.5537211028562949
Instagram,Reel,Fitness,70547,19,Friday,20,45,Neutral,True,True,0.545843194359535
LinkedIn,Poll,Technology,36392,19,Friday,5,557,Positive,True,False,0.3893443906807393
Facebook,Live,Food,436315,20,Friday,13,556,Positive,True,True,0.3418428008754965
YouTube,Short,Fashion,88594,10,Saturday,6,199,Positive,False,False,0.8943113840272058
Twitter,Tweet,Education,493006,10,Saturday,7,1704,Positive,True,False,0.576710354637938
Facebook,Post,Health,190019,11,Saturday,29,870,Positive,True,True,0.5448925774213726
TikTok,Video,Travel,156781,13,Saturday,17,392,Neutral,True,False,0.8869077478225417
LinkedIn,Poll,Gaming,288669,20,Saturday,28,1053,Positive,False,False,0.3375426939595297
Twitter,Poll,Entertainment,303704,21,Saturday,13,548,Positive,True,False,0.54982098369673
TikTok,Stitch,Lifestyle,22865,1,Sunday,3,461,Negative,True,False,0.9045892490371557
Twitter,Retweet,Health,140535,9,Sunday,19,445,Positive,True,False,0.3449697671948375
TikTok,Duet,Fashion,135537,22,Sunday,28,579,Neutral,True,False,0.7658627615970529
TikTok,Stitch,Food,418463,0,Monday,21,374,Positive,True,False,0.9226958513460841
TikTok,Video,Education,388414,7,Monday,21,456,Neutral,True,False,0.9236954616500962
LinkedIn,Document,Business,367610,13,Monday,17,787,Neutral,True,True,0.006630737528233002
YouTube,Live,Gaming,350627,13,Monday,22,569,Neutral,True,False,0.9326849969088747
TikTok,Stitch,Fitness,270484,16,Monday,15,306,Neutral,True,False,0.736191589035298
Twitter,Thread,Business,133692,18,Monday,3,1130,Neutral,True,False,0.5162030410953335
LinkedIn,Poll,Fitness,84653,23,Monday,18,827,Positive,False,False,0.39686722959239396
LinkedIn,Post,Sports,409069,21,Tuesday,28,1825,Neutral,True,False,0.38822995343583455
YouTube,Community Post,Health,211901,23,Tuesday,1,54,Positive,True,False,0.8103191526211455
TikTok,Video,Food,489987,0,Wednesday,27,278,Neutral,False,False,0.5829922306356737
Instagram,Reel,Business,7679,2,Wednesday,17,365,Neutral,True,False,0.41296780494985147
Facebook,Video,Technology,219091,12,Wednesday,2,176,Neutral,True,False,0.5221215246468647
Instagram,Carousel,Lifestyle,285449,13,Wednesday,24,1296,Neutral,True,True,0.36837921397017215
Instagram,Story,Entertainment,81132,14,Wednesday,25,1464,Positive,False,False,0.29643863589091596
Twitter,Tweet,Entertainment,353273,21,Wednesday,15,445,Neutral,True,True,0.4745000925613624
Facebook,Video,Technology,13254,22,Wednesday,16,334,Neutral,True,False,0.46024176414991275
TikTok,Duet,Lifestyle,181061,2,Thursday,16,24,Positive,True,True,0.6803358306518027
Facebook,Video,Fashion,127766,6,Thursday,15,526,Positive,False,False,0.3170255649235849
Instagram,Photo,Technology,73358,6,Thursday,16,1704,Negative,True,False,0.47243433247387995
Facebook,Post,Fitness,333834,8,Thursday,11,688,Neutral,True,False,0.639365755496895
LinkedIn,Article,Fashion,417742,11,Thursday,4,798,Positive,True,False,0.30707337241997507
Instagram,Story,Fitness,166455,14,Thursday,23,1285,Positive,True,True,0.48221251584986846
Facebook,Video,Food,84889,3,Friday,6,25,Positive,False,True,0.5088013341947186
Twitter,Thread,Food,396563,8,Friday,27,1786,Positive,True,False,0.3030886530582439
Facebook,Post,Fitness,177106,9,Friday,23,1364,Neutral,True,True,0.44674997341579664
YouTube,Live,Gaming,471926,20,Friday,28,104,Positive,True,False,0.8358281589333431
Instagram,Reel,Technology,193753,3,Saturday,8,501,Neutral,True,False,0.5240991533899584
Instagram,Photo,Entertainment,331548,8,Saturday,8,1242,Neutral,True,False,0.41173881953228236
Facebook,Story,Lifestyle,183132,14,Saturday,26,1133,Neutral,False,True,0.42398972455788836
LinkedIn,Document,Fashion,277369,21,Saturday,19,265,Neutral,True,False,0.36242391766250903
Facebook,Post,Entertainment,429167,3,Sunday,10,784,Positive,True,False,0.5116979504937027
Twitter,Poll,Technology,373878,12,Sunday,22,727,Positive,True,True,0.42887104023591954
Facebook,Story,Sports,136546,14,Sunday,19,68,Positive,False,False,0.45696620248643344
Instagram,Photo,Education,372474,18,Sunday,13,367,Neutral,False,True,0.46099686779566984
LinkedIn,Post,Travel,5276,20,Sunday,5,1012,Positive,True,True,0.4054789166400278
Twitter,Thread,Technology,473986,0,Monday,23,1256,Positive,True,True,0.4067014436048989
Instagram,Carousel,Gaming,49019,1,Monday,17,322,Neutral,True,True,0.4452853118915255
Twitter,Tweet,Health,231295,7,Monday,15,1110,Positive,True,False,0.47539843357756384
Twitter,Tweet,Sports,416406,8,Monday,3,1578,Positive,True,True,0.6017352157851009
Facebook,Post,Health,86233,11,Monday,6,1251,Negative,True,False,0.6220047171218711
Twitter,Retweet,Sports,141216,16,Monday,2,1112,Negative,True,True,0.5160402628172311
Instagram,Photo,Food,353822,1,Tuesday,18,1769,Neutral,True,False,0.2983351312714846
Twitter,Retweet,Business,320537,2,Tuesday,12,1033,Positive,True,False,0.49835590698368126
Facebook,Live,Fashion,276140,3,Tuesday,3,343,Positive,True,False,0.60061234622287
Instagram,Reel,Travel,279902,3,Tuesday,22,439,Positive,True,False,0.38874671509088654
LinkedIn,Poll,Sports,298943,14,Tuesday,28,936,Neutral,False,False,0.31452938109689743
YouTube,Community Post,Education,468841,23,Tuesday,16,298,Positive,True,False,0.8738445719523606
Facebook,Video,Gaming,415742,0,Wednesday,25,221,Neutral,True,False,0.418110312519195
YouTube,Community Post,Travel,271894,6,Wednesday,27,755,Neutral,False,False,0.8197931208101876
LinkedIn,Post,Lifestyle,234217,8,Wednesday,2,1834,Positive,True,True,0.20199901648746452
Instagram,Photo,Education,138318,10,Wednesday,15,1331,Positive,True,True,0.272010204630827
LinkedIn,Article,Gaming,89792,12,Wednesday,16,1318,Positive,True,False,0.363001683315012
Instagram,Carousel,Fashion,161174,13,Wednesday,9,1069,Positive,True,False,0.25415372230014244
TikTok,Duet,Business,211483,19,Wednesday,7,333,Negative,True,False,0.9721626906494988
TikTok,Duet,Education,177922,22,Wednesday,14,392,Negative,True,False,0.8404783873676238
LinkedIn,Document,Travel,87228,1,Thursday,22,137,Positive,False,True,0.3292723144029856
Instagram,Story,Sports,216805,1,Thursday,29,558,Positive,False,False,0.47499637245559084
YouTube,Live,Travel,365352,5,Thursday,21,111,Neutral,True,False,0.7164506799128241
Instagram,Story,Fitness,14970,10,Thursday,2,1346,Positive,True,False,0.471372863676258
LinkedIn,Document,Education,126088,12,Thursday,13,1413,Neutral,True,False,0.3354548552377485
Instagram,Photo,Entertainment,296029,16,Thursday,14,1414,Neutral,True,True,0.4763317867909243
Twitter,Tweet,Fitness,389977,17,Thursday,13,947,Neutral,False,False,0.3963468938165995
Facebook,Post,Fashion,347102,21,Thursday,27,1483,Positive,True,False,0.4782829657686141
Twitter,Tweet,Gaming,494388,23,Thursday,20,706,Neutral,True,False,0.5078111419791564
Facebook,Story,Travel,75538,1,Friday,5,349,Positive,False,False,0.5197073922108113
TikTok,Video,Technology,165603,4,Friday,6,404,Positive,True,False,0.7539014702913136
Facebook,Video,Travel,89283,8,Friday,18,559,Negative,True,True,0.5224377000458521
Facebook,Video,Travel,395226,10,Friday,8,410,Neutral,False,True,0.49534508125542975
Facebook,Live,Entertainment,292288,10,Friday,0,559,Positive,False,False,0.43932501717456346
TikTok,Stitch,Gaming,377597,11,Friday,9,266,Positive,False,False,0.8859559284818609
TikTok,Stitch,Food,387842,12,Friday,25,553,Positive,True,False,0.8103548487715212
Facebook,Live,Sports,407923,12,Friday,28,347,Neutral,True,False,0.5839772909662582
YouTube,Community Post,Food,201754,13,Friday,7,124,Positive,False,False,0.876407542255938
Twitter,Retweet,Sports,5347,20,Friday,3,1380,Positive,True,True,0.5166370512475472
YouTube,Community Post,Lifestyle,59789,20,Friday,27,128,Neutral,True,False,0.8618990612968073
TikTok,Video,Health,118754,4,Saturday,26,21,Positive,True,False,0.8180075086069926
Facebook,Post,Lifestyle,130828,5,Saturday,5,1720,Negative,True,False,0.3520615943412331
TikTok,Video,Technology,182293,5,Saturday,14,157,Neutral,True,True,0.8827867571287425
Twitter,Retweet,Entertainment,499059,11,Saturday,22,706,Neutral,True,False,0.40811751056667805
Twitter,Tweet,Entertainment,54988,12,Saturday,4,141,Neutral,True,False,0.4544189478687192
Facebook,Video,Health,394365,23,Saturday,9,84,Positive,False,True,0.5137770943629576
TikTok,Duet,Education,242483,4,Sunday,7,190,Positive,True,False,0.9174048855606353
Facebook,Story,Fashion,62355,5,Sunday,7,121,Positive,False,False,0.4364566787901324
Instagram,Story,Travel,334923,13,Sunday,23,386,Negative,True,False,0.44576823195133647
YouTube,Short,Lifestyle,468830,19,Sunday,17,203,Negative,True,True,0.6468484304204695
Instagram,Reel,Food,112425,20,Sunday,14,494,Negative,True,False,0.48835197628404764
YouTube,Community Post,Food,421999,9,Monday,4,510,Neutral,True,False,0.8698201007600731
LinkedIn,Post,Technology,317797,0,Tuesday,29,1848,Neutral,False,False,0.40759962739116284
Instagram,Story,Education,328734,5,Tuesday,17,1058,Negative,True,False,0.5671171796221782
TikTok,Duet,Lifestyle,110458,5,Tuesday,7,166,Negative,True,False,0.9368914716092238
TikTok,Video,Fitness,298160,7,Tuesday,19,368,Positive,True,False,0.8403184450462955
Instagram,Photo,Travel,279588,12,Tuesday,5,173,Positive,True,False,0.4333906371666741
